ALFA ROMEO,,25,25,,,0,0,25,25
ASTON MARTIN,,1,1,,,0,0,1,1
AUDI,,"1,630","1,630",,,0,0,"1,630","1,630"
BENTLEY,,1,1,,,0,0,1,1
BMW,,"1,910","1,910",,,0,0,"1,910","1,910"
CITROEN,,980,980,,634,634,0,"1,614","1,614"
DACIA,,"3,193","3,193",,328,328,0,"3,521","3,521"
DS,,9,9,,,0,0,9,9
FERRARI,,1,1,,,0,0,1,1
FIAT,"5,309",178,"5,487","2,731",362,"3,093","8,040",540,"8,580"
FORD,401,"2,803","3,204","5,136",216,"5,352","5,537","3,019","8,556"
HONDA,"2,132",588,"2,720",,,0,"2,132",588,"2,720"
HYUNDAI,"2,142","2,463","4,605",,199,199,"2,142","2,662","4,804"
INFINITI,,2,2,,,0,0,2,2
ISUZU,,,0,265,33,298,265,33,298
IVECO,,,0,,133,133,0,133,133
JAGUAR,,12,12,,,0,0,12,12
JEEP,,185,185,,,0,0,185,185
KARSAN,,,0,76,,76,76,0,76
KIA,,742,742,,221,221,0,963,963
LAMBORGHINI,,1,1,,,0,0,1,1
LAND ROVER,,112,112,,,0,0,112,112
LEXUS,,7,7,,,0,0,7,7
MASERATI,,4,4,,,0,0,4,4
MAZDA,,129,129,,,0,0,129,129
MERCEDES-BENZ,,"2,153","2,153",,"1,204","1,204",0,"3,357","3,357"
MINI,,146,146,,,0,0,146,146
MITSUBISHI,,57,57,22,184,206,22,241,263
NISSAN,,"2,508","2,508",,116,116,0,"2,624","2,624"
OPEL,,"1,416","1,416",,,0,0,"1,416","1,416"
PEUGEOT,,"3,819","3,819",,404,404,0,"4,223","4,223"
PORSCHE,,54,54,,,0,0,54,54
RENAULT,"6,586","2,694","9,280",,969,969,"6,586","3,663","10,249"
SEAT,,"1,154","1,154",,,0,0,"1,154","1,154"
SKODA,,"1,820","1,820",,,0,0,"1,820","1,820"
SMART,,3,3,,,0,0,3,3
SSANGYONG,,19,19,,12,12,0,31,31
SUBARU,,144,144,,,0,0,144,144
SUZUKI,,383,383,,,0,0,383,383
TOYOTA,"2,438",370,"2,808",,352,352,"2,438",722,"3,160"
VOLKSWAGEN,,"5,913","5,913",,"1,931","1,931",0,"7,844","7,844"
VOLVO,,590,590,,,0,0,590,590
