ALFA ROMEO,,15,15,,,0,0,15,15
ASTON MARTIN,,3,3,,,0,0,3,3
AUDI,,"1,469","1,469",,,0,0,"1,469","1,469"
BENTLEY,,0,0,,,0,0,0,0
BMW,,"1,086","1,086",,,0,0,"1,086","1,086"
CITROEN,,623,623,,491,491,0,"1,114","1,114"
DACIA,,"2,993","2,993",,331,331,0,"3,324","3,324"
DS,,8,8,,,0,0,8,8
FERRARI,,1,1,,,0,0,1,1
FIAT,"3,478",114,"3,592","2,160",225,"2,385","5,638",339,"5,977"
FORD,49,"1,959","2,008","2,773",351,"3,124","2,822","2,310","5,132"
HONDA,"2,471",334,"2,805",,,0,"2,471",334,"2,805"
HYUNDAI,710,"1,423","2,133",,296,296,710,"1,719","2,429"
INFINITI,,0,0,,,0,0,0,0
ISUZU,,,0,100,100,200,100,100,200
IVECO,,,0,,167,167,0,167,167
JAGUAR,,37,37,,,0,0,37,37
JEEP,,435,435,,,0,0,435,435
KARSAN,,,0,79,,79,79,0,79
KIA,,958,958,,226,226,0,"1,184","1,184"
LAMBORGHINI,,,0,,,0,0,0,0
LAND ROVER,,100,100,,,0,0,100,100
LEXUS,,3,3,,,0,0,3,3
MASERATI,,4,4,,,0,0,4,4
MAZDA,,21,21,,,0,0,21,21
MERCEDES-BENZ,,674,674,,436,436,0,"1,110","1,110"
MINI,,228,228,,,0,0,228,228
MITSUBISHI,,90,90,20,195,215,20,285,305
NISSAN,,"4,557","4,557",,205,205,0,"4,762","4,762"
OPEL,,"1,501","1,501",,,0,0,"1,501","1,501"
PEUGEOT,,"2,293","2,293",,593,593,0,"2,886","2,886"
PORSCHE,,30,30,,,0,0,30,30
RENAULT,"2,921","2,304","5,225",,943,943,"2,921","3,247","6,168"
SEAT,,634,634,,,0,0,634,634
SKODA,,"2,165","2,165",,,0,0,"2,165","2,165"
SMART,,4,4,,,0,0,4,4
SSANGYONG,,23,23,,10,10,0,33,33
SUBARU,,113,113,,,0,0,113,113
SUZUKI,,425,425,,,0,0,425,425
TOYOTA,"4,771",632,"5,403",,244,244,"4,771",876,"5,647"
VOLKSWAGEN,,"4,088","4,088",,"2,055","2,055",0,"6,143","6,143"
VOLVO,,457,457,,,0,0,457,457
