ALFA ROMEO,0,8,8,0,0,0,0,8,8
ASTON MARTIN,0,2,2,0,0,0,0,2,2
AUDI,0,495,495,0,0,0,0,495,495
BENTLEY,0,2,2,0,0,0,0,2,2
BMW,0,352,352,0,0,0,0,352,352
CITROEN,0,80,80,0,126,126,0,206,206
DACIA,0,429,429,0,53,53,0,482,482
DS,0,3,3,0,0,0,0,3,3
FERRARI,0,0,0,0,0,0,0,0,0
FIAT,"1,364",26,"1,390",564,53,617,"1,928",79,"2,007"
FORD,50,235,285,"1,256",134,"1,390","1,306",369,"1,675"
HONDA,689,144,833,0,0,0,689,144,833
HYUNDAI,224,794,"1,018",0,83,83,224,877,"1,101"
INFINITI,0,0,0,0,0,0,0,0,0
ISUZU,0,0,0,13,3,16,13,3,16
IVECO,0,0,0,0,48,48,0,48,48
JAGUAR,0,2,2,0,0,0,0,2,2
JEEP,0,100,100,0,0,0,0,100,100
KARSAN,0,0,0,32,0,32,32,0,32
KIA,0,150,150,0,14,14,0,164,164
LAMBORGHINI,0,1,1,0,0,0,0,1,1
LAND ROVER,0,36,36,0,0,0,0,36,36
LEXUS,0,4,4,0,0,0,0,4,4
MASERATI,0,2,2,0,0,0,0,2,2
MAZDA,0,29,29,0,0,0,0,29,29
MERCEDES-BENZ,0,204,204,0,159,159,0,363,363
MINI,0,17,17,0,0,0,0,17,17
MITSUBISHI,0,38,38,0,47,47,0,85,85
NISSAN,0,538,538,0,82,82,0,620,620
OPEL,0,348,348,0,0,0,0,348,348
PEUGEOT,0,524,524,0,197,197,0,721,721
PORSCHE,0,9,9,0,0,0,0,9,9
RENAULT,"1,667",198,"1,865",0,180,180,"1,667",378,"2,045"
SEAT,0,139,139,0,0,0,0,139,139
SKODA,0,247,247,0,0,0,0,247,247
SMART,0,5,5,0,0,0,0,5,5
SSANGYONG,0,10,10,0,0,0,0,10,10
SUBARU,0,52,52,0,0,0,0,52,52
SUZUKI,0,65,65,0,0,0,0,65,65
TOYOTA,209,47,256,0,55,55,209,102,311
VOLKSWAGEN,0,"1,210","1,210",0,295,295,0,"1,505","1,505"
VOLVO,0,231,231,0,0,0,0,231,231
