ALFA ROMEO,,43,43,,,0,0,43,43
ASTON MARTIN,,2,2,,,0,0,2,2
AUDI,,702,702,,,0,0,702,702
BENTLEY,,2,2,,,0,0,2,2
BMW,,900,900,,,0,0,900,900
CHERY,,0,0,,,0,0,0,0
CITROEN,,761,761,20,669,689,20,"1,430","1,450"
DACIA,,"2,303","2,303",,348,348,0,"2,651","2,651"
DS,,0,0,,,0,0,0,0
FERRARI,,1,1,,,0,0,1,1
FIAT,"2,282",187,"2,469","2,317",448,"2,765","4,599",635,"5,234"
FORD,371,"1,199","1,570","3,298",270,"3,568","3,669","1,469","5,138"
GEELY,,,0,,,0,0,0,0
HONDA,"1,462",255,"1,717",,,0,"1,462",255,"1,717"
HYUNDAI,"1,434","1,393","2,827",,174,174,"1,434","1,567","3,001"
INFINITI,,12,12,,,0,0,12,12
ISUZU,,,0,128,12,140,128,12,140
IVECO,,,0,,133,133,0,133,133
JAGUAR,,10,10,,,0,0,10,10
JEEP,,104,104,,,0,0,104,104
KARSAN,,,0,89,,89,89,0,89
KIA,,481,481,,240,240,0,721,721
LAMBORGHINI,,0,0,,,0,0,0,0
LAND ROVER,,72,72,,,0,0,72,72
LEXUS,,3,3,,,0,0,3,3
MASERATI,,7,7,,,0,0,7,7
MAZDA,,76,76,,,0,0,76,76
MERCEDES-BENZ,,"1,078","1,078",,496,496,0,"1,574","1,574"
MINI,,81,81,,,0,0,81,81
MITSUBISHI,,43,43,34,213,247,34,256,290
NISSAN,,"1,519","1,519",,266,266,0,"1,785","1,785"
OPEL,,"1,652","1,652",,,0,0,"1,652","1,652"
OTOKAR,,,0,,,0,0,0,0
PEUGEOT,,"1,884","1,884",29,351,380,29,"2,235","2,264"
PORSCHE,,61,61,,,0,0,61,61
RENAULT,"3,975","1,462","5,437",,718,718,"3,975","2,180","6,155"
SEAT,,623,623,,,0,0,623,623
SKODA,,"1,225","1,225",,,0,0,"1,225","1,225"
SMART,,7,7,,,0,0,7,7
SSANGYONG,,20,20,,4,4,0,24,24
SUBARU,,40,40,,,0,0,40,40
SUZUKI,,143,143,,,0,0,143,143
TOYOTA,"1,254",413,"1,667",,451,451,"1,254",864,"2,118"
VOLKSWAGEN,,"4,903","4,903",,"1,599","1,599",0,"6,502","6,502"
VOLVO,,213,213,,,0,0,213,213
,,,,,,,,,
