ALFA ROMEO,,16,16,,,0,0,16,16
ASTON MARTIN,,,0,,,0,0,0,0
AUDI,,404,404,,,0,0,404,404
BENTLEY,,,0,,,0,0,0,0
BMW,,463,463,,,0,0,463,463
CITROEN,,97,97,,188,188,0,285,285
DACIA,,801,801,,182,182,0,983,983
DS,,8,8,,,0,0,8,8
FERRARI,,2,2,,,0,0,2,2
FIAT,"2,706",26,"2,732",965,54,"1,019","3,671",80,"3,751"
FORD,93,476,569,"1,885",106,"1,991","1,978",582,"2,560"
HONDA,867,149,"1,016",,,0,867,149,"1,016"
HYUNDAI,349,"1,195","1,544",,106,106,349,"1,301","1,650"
INFINITI,,0,0,,,0,0,0,0
ISUZU,,,0,27,30,57,27,30,57
IVECO,,,0,,54,54,0,54,54
JAGUAR,,18,18,,,0,0,18,18
JEEP,,162,162,,,0,0,162,162
KARSAN,,,0,48,,48,48,0,48
KIA,,331,331,,55,55,0,386,386
LAMBORGHINI,,,0,,,0,0,0,0
LAND ROVER,,71,71,,,0,0,71,71
LEXUS,,4,4,,,0,0,4,4
MASERATI,,4,4,,,0,0,4,4
MAZDA,,29,29,,,0,0,29,29
MERCEDES-BENZ,,701,701,,404,404,0,"1,105","1,105"
MINI,,50,50,,,0,0,50,50
MITSUBISHI,,60,60,0,129,129,0,189,189
NISSAN,,799,799,,48,48,0,847,847
OPEL,,765,765,,,0,0,765,765
PEUGEOT,,767,767,,284,284,0,"1,051","1,051"
PORSCHE,,35,35,,,0,0,35,35
RENAULT,"2,528",557,"3,085",,342,342,"2,528",899,"3,427"
SEAT,,289,289,,,0,0,289,289
SKODA,,585,585,,,0,0,585,585
SMART,,3,3,,,0,0,3,3
SSANGYONG,,15,15,,0,0,0,15,15
SUBARU,,68,68,,,0,0,68,68
SUZUKI,,107,107,,,0,0,107,107
TOYOTA,"1,048",114,"1,162",,101,101,"1,048",215,"1,263"
VOLKSWAGEN,,"2,218","2,218",,662,662,0,"2,880","2,880"
VOLVO,,225,225,,,0,0,225,225
