ALFA ROMEO;;14;14;;;0;0;14;14
ASTON MARTIN;;1;1;;;0;0;1;1
AUDI;;1.033;1.033;;;0;0;1.033;1.033
BENTLEY;;3;3;;;0;0;3;3
BMW;0;1.003;1.003;;;0;0;1.003;1.003
CHERY;;;0;;;0;0;0;0
CITROEN;;1.128;1.128;;291;291;0;1.419;1.419
DACIA;;1.298;1.298;;302;302;0;1.600;1.600
DS;;0;0;;;0;0;0;0
FERRARI;;1;1;;;0;0;1;1
FIAT;2.275;102;2.377;2.500;252;2.752;4.775;354;5.129
FORD;330;1.440;1.770;3.003;142;3.145;3.333;1.582;4.915
HONDA;1.531;189;1.720;;;0;1.531;189;1.720
HYUNDAI;1.186;1.734;2.920;;85;85;1.186;1.819;3.005
INFINITI;;5;5;;;0;0;5;5
ISUZU;;;0;128;18;146;128;18;146
IVECO;;;0;;148;148;0;148;148
JAGUAR;;20;20;;;0;0;20;20
JEEP;;159;159;;;0;0;159;159
KARSAN;;;0;74;;74;74;0;74
KIA;;514;514;;143;143;0;657;657
LAMBORGHINI;;0;0;;;0;0;0;0
LAND ROVER;;145;145;;;0;0;145;145
LEXUS;;2;2;;;0;0;2;2
MASERATI;;2;2;;;0;0;2;2
MAZDA;;76;76;;;0;0;76;76
MERCEDES-BENZ;;1.151;1.151;;646;646;0;1.797;1.797
MINI;;82;82;;;0;0;82;82
MITSUBISHI;;9;9;21;347;368;21;356;377
NISSAN;;1.470;1.470;;154;154;0;1.624;1.624
OPEL;;1.568;1.568;;;0;0;1.568;1.568
PEUGEOT;;1.625;1.625;;277;277;0;1.902;1.902
PORSCHE;;50;50;;;0;0;50;50
RENAULT;5.000;1.552;6.552;;793;793;5.000;2.345;7.345
SEAT;;869;869;;;0;0;869;869
SKODA;;2.161;2.161;;;0;0;2.161;2.161
SMART;;0;0;;;0;0;0;0
SSANGYONG;;25;25;;1;1;0;26;26
SUBARU;;55;55;;;0;0;55;55
SUZUKI;;122;122;;;0;0;122;122
TOYOTA;1.530;376;1.906;;267;267;1.530;643;2.173
VOLKSWAGEN;;3.763;3.763;;1.516;1.516;0;5.279;5.279
VOLVO;;302;302;;;0;0;302;302
