ALFA ROMEO,,10,10,,,0,0,10,10
ASTON MARTIN,,1,1,,,0,0,1,1
AUDI,,668,668,,,0,0,668,668
BENTLEY,,1,1,,,0,0,1,1
BMW,,"1,386","1,386",,,0,0,"1,386","1,386"
CITROEN,,499,499,,520,520,0,"1,019","1,019"
DACIA,,"2,254","2,254",,293,293,0,"2,547","2,547"
DS,,9,9,,,0,0,9,9
FERRARI,,1,1,,,0,0,1,1
FIAT,"3,106",139,"3,245","1,689",223,"1,912","4,795",362,"5,157"
FORD,537,"2,016","2,553","3,161",214,"3,375","3,698","2,230","5,928"
HONDA,"2,064",451,"2,515",,,0,"2,064",451,"2,515"
HYUNDAI,"1,327","1,898","3,225",,131,131,"1,327","2,029","3,356"
INFINITI,,2,2,,,0,0,2,2
ISUZU,,,0,364,34,398,364,34,398
IVECO,,,0,,107,107,0,107,107
JAGUAR,,8,8,,,0,0,8,8
JEEP,,175,175,,,0,0,175,175
KARSAN,,,0,47,,47,47,0,47
KIA,,770,770,,149,149,0,919,919
LAMBORGHINI,,0,0,,,0,0,0,0
LAND ROVER,,93,93,,,0,0,93,93
LEXUS,,2,2,,,0,0,2,2
MASERATI,,5,5,,,0,0,5,5
MAZDA,,40,40,,,0,0,40,40
MERCEDES-BENZ,,"1,326","1,326",,328,328,0,"1,654","1,654"
MINI,,66,66,,,0,0,66,66
MITSUBISHI,,39,39,13,108,121,13,147,160
NISSAN,,"1,684","1,684",,94,94,0,"1,778","1,778"
OPEL,,"1,521","1,521",,,0,0,"1,521","1,521"
PEUGEOT,,"1,851","1,851",,338,338,0,"2,189","2,189"
PORSCHE,,36,36,,,0,0,36,36
RENAULT,"5,657","1,770","7,427",,705,705,"5,657","2,475","8,132"
SEAT,,753,753,,,0,0,753,753
SKODA,,"1,726","1,726",,,0,0,"1,726","1,726"
SMART,,5,5,,,0,0,5,5
SSANGYONG,,6,6,,21,21,0,27,27
SUBARU,,96,96,,,0,0,96,96
SUZUKI,,127,127,,,0,0,127,127
TOYOTA,"1,877",218,"2,095",,180,180,"1,877",398,"2,275"
VOLKSWAGEN,,"4,428","4,428",,"1,093","1,093",0,"5,521","5,521"
VOLVO,,577,577,,,0,0,577,577
